id,employee ID,clock_in,clock_out,date
1,1,8:07,18:23,2025-07-22
2,2,8:01,18:05,2025-07-22
3,3,10:06,17:47,2025-07-22
4,4,10:57,18:17,2025-07-22
5,5,9:13,17:13,2025-07-22
6,6,10:39,17:46,2025-07-22
7,7,7:47,17:29,2025-07-22
8,8,7:51,17:12,2025-07-22
9,9,7:28,17:35,2025-07-22
10,10,10:31,18:22,2025-07-22
11,11,9:09,17:58,2025-07-22
12,12,7:13,17:05,2025-07-22
13,13,10:13,18:05,2025-07-22
14,14,8:22,17:20,2025-07-22
15,15,7:35,17:12,2025-07-22
16,16,8:36,16:57,2025-07-22
17,17,7:39,17:38,2025-07-22
18,18,9:55,18:09,2025-07-22
19,19,9:18,18:24,2025-07-22
20,20,10:53,17:47,2025-07-22
21,21,9:31,17:35,2025-07-22
22,22,7:31,16:58,2025-07-22
23,23,7:46,18:34,2025-07-22
24,24,7:21,17:33,2025-07-22
25,25,9:50,18:02,2025-07-22
26,26,7:01,18:30,2025-07-22
27,27,8:15,17:49,2025-07-22
28,28,9:49,17:40,2025-07-22
29,29,7:27,17:37,2025-07-22
30,30,7:37,17:32,2025-07-22
31,31,9:44,18:00,2025-07-22
32,32,7:51,17:15,2025-07-22
33,33,8:05,18:05,2025-07-22
34,34,10:07,18:18,2025-07-22
35,35,9:52,17:39,2025-07-22
36,36,10:58,18:25,2025-07-22
37,37,9:55,17:35,2025-07-22
38,38,7:09,17:26,2025-07-22
39,39,10:12,18:09,2025-07-22
40,40,8:06,17:06,2025-07-22
41,41,7:37,17:55,2025-07-22
42,42,10:17,17:50,2025-07-22
43,43,7:26,18:02,2025-07-22
44,44,10:14,18:39,2025-07-22
45,45,10:05,17:16,2025-07-22
46,46,10:14,18:43,2025-07-22
47,47,10:28,18:36,2025-07-22
48,48,10:46,17:28,2025-07-22
49,49,7:15,18:16,2025-07-22
50,50,7:31,16:58,2025-07-22
51,51,8:12,17:06,2025-07-22
52,52,7:25,16:58,2025-07-22
53,53,7:10,17:57,2025-07-22
54,54,10:13,17:48,2025-07-22
55,55,10:55,17:46,2025-07-22
56,56,10:33,18:37,2025-07-22
57,57,7:33,17:08,2025-07-22
58,58,8:16,17:33,2025-07-22
59,59,10:52,18:28,2025-07-22
60,60,9:37,17:10,2025-07-22
61,61,7:15,17:58,2025-07-22
62,62,9:47,18:22,2025-07-22
63,63,10:57,17:38,2025-07-22
64,64,7:56,17:21,2025-07-22
65,65,10:03,18:40,2025-07-22
66,66,9:15,16:57,2025-07-22
67,67,10:47,17:35,2025-07-22
68,68,7:32,18:24,2025-07-22
69,69,10:18,17:45,2025-07-22
70,70,8:12,18:09,2025-07-22
71,71,9:50,17:32,2025-07-22
72,72,10:28,18:00,2025-07-22
73,73,7:03,17:29,2025-07-22
74,74,10:28,17:56,2025-07-22
75,75,9:35,17:53,2025-07-22
76,76,10:26,17:32,2025-07-22
77,77,7:17,17:39,2025-07-22
78,78,7:16,17:43,2025-07-22
79,79,7:24,17:02,2025-07-22
80,80,10:47,17:23,2025-07-22
81,81,10:38,17:46,2025-07-22
82,82,7:31,16:55,2025-07-22
83,83,7:11,18:10,2025-07-22
84,84,7:04,18:17,2025-07-22
85,85,7:52,18:37,2025-07-22
86,86,9:04,17:47,2025-07-22
87,87,8:02,18:01,2025-07-22
88,88,10:16,18:06,2025-07-22
89,89,8:20,18:42,2025-07-22
90,90,8:01,18:11,2025-07-22
91,91,9:35,17:54,2025-07-22
92,92,10:28,17:23,2025-07-22
93,93,10:34,18:12,2025-07-22
94,94,10:45,18:15,2025-07-22
95,95,8:04,18:17,2025-07-22
96,96,8:43,17:52,2025-07-22
97,97,9:01,17:51,2025-07-22
98,98,9:44,18:03,2025-07-22
99,99,7:54,17:22,2025-07-22
100,100,7:29,17:35,2025-07-22
101,101,7:58,17:10,2025-07-22
102,102,10:31,18:19,2025-07-22
103,103,10:43,18:13,2025-07-22
104,104,9:04,18:31,2025-07-22
105,105,7:54,17:17,2025-07-22
106,106,9:37,17:41,2025-07-22
107,107,8:09,17:23,2025-07-22
108,108,7:50,18:28,2025-07-22
109,109,8:45,18:38,2025-07-22
110,110,8:51,18:33,2025-07-22
111,111,10:40,18:07,2025-07-22
112,112,7:47,17:06,2025-07-22
113,113,8:57,17:28,2025-07-22
114,114,9:51,17:22,2025-07-22
115,115,10:45,17:47,2025-07-22
116,116,7:05,16:58,2025-07-22
117,117,7:09,18:40,2025-07-22
118,118,10:23,17:50,2025-07-22
119,119,9:47,18:21,2025-07-22
120,120,10:41,17:38,2025-07-22
121,121,10:43,18:15,2025-07-22
122,122,9:37,17:22,2025-07-22
123,123,9:58,17:04,2025-07-22
124,124,8:21,18:34,2025-07-22
125,125,8:21,18:12,2025-07-22
126,126,7:44,17:08,2025-07-22
127,127,8:10,18:26,2025-07-22
128,128,8:29,18:03,2025-07-22
129,129,10:07,17:41,2025-07-22
130,130,7:21,17:42,2025-07-22
131,131,9:08,17:08,2025-07-22
132,132,10:42,17:54,2025-07-22
133,133,10:30,18:39,2025-07-22
134,134,7:25,17:20,2025-07-22
135,135,10:02,18:41,2025-07-22
136,136,7:04,17:33,2025-07-22
137,137,9:17,17:59,2025-07-22
138,138,9:23,18:07,2025-07-22
139,139,10:09,17:02,2025-07-22
140,140,7:56,18:26,2025-07-22
141,141,10:05,18:07,2025-07-22
142,142,8:13,17:54,2025-07-22
143,143,10:11,17:42,2025-07-22
144,144,10:07,18:15,2025-07-22
145,145,8:47,17:33,2025-07-22
146,146,7:30,17:15,2025-07-22
147,147,8:22,18:06,2025-07-22
148,148,10:36,18:38,2025-07-22
149,149,8:35,17:03,2025-07-22
150,150,7:28,18:43,2025-07-22
151,151,10:32,17:20,2025-07-22
152,152,7:09,17:04,2025-07-22
153,153,10:24,18:07,2025-07-22
154,154,7:00,18:16,2025-07-22
155,155,9:31,17:12,2025-07-22
156,156,7:30,18:20,2025-07-22
157,157,7:26,17:39,2025-07-22
158,158,7:23,18:43,2025-07-22
159,159,7:47,17:17,2025-07-22
160,160,9:11,17:55,2025-07-22
161,161,8:46,17:58,2025-07-22
162,162,9:07,18:25,2025-07-22
163,163,7:03,18:14,2025-07-22
164,164,8:32,18:20,2025-07-22
165,165,10:53,17:51,2025-07-22
166,166,7:54,18:27,2025-07-22
167,167,9:52,18:17,2025-07-22
168,168,7:02,18:07,2025-07-22
169,169,8:12,17:30,2025-07-22
170,170,8:41,17:00,2025-07-22
171,171,8:28,18:28,2025-07-22
172,172,8:06,17:15,2025-07-22
173,173,8:43,17:13,2025-07-22
174,174,7:49,17:01,2025-07-22
175,175,7:42,17:26,2025-07-22
176,176,10:35,18:28,2025-07-22
177,177,10:08,18:27,2025-07-22
178,178,7:34,18:10,2025-07-22
179,179,7:22,18:10,2025-07-22
180,180,9:44,17:33,2025-07-22
181,181,7:59,18:02,2025-07-22
182,182,7:10,17:52,2025-07-22
183,183,8:01,17:53,2025-07-22
184,184,9:35,17:42,2025-07-22
185,185,10:38,17:52,2025-07-22
186,186,7:00,17:34,2025-07-22
187,187,7:39,18:00,2025-07-22
188,188,10:17,18:26,2025-07-22
189,189,9:54,18:39,2025-07-22
190,190,10:32,18:44,2025-07-22
191,191,7:27,18:01,2025-07-22
192,192,8:06,18:27,2025-07-22
193,193,10:33,18:08,2025-07-22
194,194,7:53,17:41,2025-07-22
195,195,10:27,17:43,2025-07-22
196,196,8:32,18:22,2025-07-22
197,197,8:19,17:09,2025-07-22
198,198,10:06,17:23,2025-07-22
199,199,10:38,18:10,2025-07-22
200,200,9:17,17:44,2025-07-22
201,201,7:58,17:35,2025-07-22
202,202,8:20,18:26,2025-07-22
203,203,10:05,18:40,2025-07-22
204,204,9:20,18:07,2025-07-22
205,205,10:40,17:53,2025-07-22
206,206,10:43,18:07,2025-07-22
207,207,10:34,17:53,2025-07-22
208,208,9:51,18:10,2025-07-22
209,209,10:44,17:08,2025-07-22
210,210,10:56,16:57,2025-07-22
211,211,10:44,18:41,2025-07-22
212,212,10:49,18:26,2025-07-22
213,213,10:03,17:01,2025-07-22
214,214,8:22,18:01,2025-07-22
215,215,8:19,18:25,2025-07-22
216,216,8:21,17:19,2025-07-22
217,217,10:26,18:40,2025-07-22
218,218,9:25,16:57,2025-07-22
219,219,7:34,17:00,2025-07-22
220,220,8:57,18:08,2025-07-22
221,221,9:35,18:10,2025-07-22
222,222,7:22,17:48,2025-07-22
223,223,7:43,17:39,2025-07-22
224,224,8:59,17:13,2025-07-22
225,225,9:19,17:41,2025-07-22
226,226,10:02,17:28,2025-07-22
227,227,8:03,17:28,2025-07-22
228,228,10:53,18:31,2025-07-22
229,229,10:48,18:33,2025-07-22
230,230,7:46,17:01,2025-07-22
231,231,7:08,17:56,2025-07-22
232,232,10:48,18:44,2025-07-22
233,233,10:47,18:22,2025-07-22
234,234,10:32,18:05,2025-07-22
235,235,8:40,18:03,2025-07-22
236,236,10:09,18:20,2025-07-22
237,237,7:34,17:30,2025-07-22
238,238,8:44,17:39,2025-07-22
239,239,8:52,17:00,2025-07-22
240,240,9:31,17:03,2025-07-22
241,241,10:13,18:21,2025-07-22
242,242,9:46,17:06,2025-07-22
243,243,9:59,17:07,2025-07-22
244,244,8:06,17:44,2025-07-22
245,245,9:01,17:41,2025-07-22
246,246,10:33,17:01,2025-07-22
247,247,8:54,18:06,2025-07-22
248,248,9:13,17:56,2025-07-22
249,249,8:46,18:11,2025-07-22
250,250,10:34,18:43,2025-07-22
251,251,9:49,18:39,2025-07-22
252,252,10:02,18:25,2025-07-22
253,253,10:43,18:32,2025-07-22
254,254,8:37,18:31,2025-07-22
255,255,8:47,17:25,2025-07-22
256,256,9:54,17:55,2025-07-22
257,257,10:33,18:30,2025-07-22
258,258,8:25,18:22,2025-07-22
259,259,7:43,18:14,2025-07-22
260,260,9:34,18:37,2025-07-22
261,261,7:08,18:02,2025-07-22
262,262,9:17,17:18,2025-07-22
263,263,9:32,17:23,2025-07-22
264,264,10:52,17:04,2025-07-22
265,265,8:32,16:56,2025-07-22
266,266,9:28,18:35,2025-07-22
267,267,10:19,18:37,2025-07-22
268,268,9:16,16:55,2025-07-22
269,269,8:57,18:07,2025-07-22
270,270,9:37,17:49,2025-07-22
271,271,10:49,17:00,2025-07-22
272,272,10:44,18:04,2025-07-22
273,273,10:02,18:44,2025-07-22
274,274,9:53,16:59,2025-07-22
275,275,7:10,17:21,2025-07-22
276,276,7:59,16:55,2025-07-22
277,277,9:00,18:00,2025-07-22
278,278,9:16,16:57,2025-07-22
279,279,10:35,18:32,2025-07-22
280,280,9:22,17:09,2025-07-22
281,281,7:32,18:09,2025-07-22
282,282,10:13,17:10,2025-07-22
283,283,10:10,17:26,2025-07-22
284,284,10:47,17:15,2025-07-22
285,285,7:06,17:26,2025-07-22
286,286,7:31,16:57,2025-07-22
287,287,9:26,17:33,2025-07-22
288,288,10:21,17:14,2025-07-22
289,289,7:40,17:14,2025-07-22
290,290,8:07,18:18,2025-07-22
291,291,10:26,17:02,2025-07-22
292,292,7:50,17:09,2025-07-22
293,293,9:40,17:00,2025-07-22
294,294,9:41,17:19,2025-07-22
295,295,9:16,17:09,2025-07-22
296,296,7:01,17:49,2025-07-22
297,297,9:04,17:37,2025-07-22
298,298,10:23,17:08,2025-07-22
299,299,10:27,17:04,2025-07-22
300,300,8:55,16:57,2025-07-22
301,301,8:48,18:16,2025-07-22
302,302,8:24,17:27,2025-07-22
303,303,7:07,18:08,2025-07-22
304,304,10:44,17:36,2025-07-22
305,305,8:09,18:05,2025-07-22
306,306,9:38,18:40,2025-07-22
307,307,7:44,16:58,2025-07-22
308,308,9:26,17:43,2025-07-22
309,309,10:45,17:51,2025-07-22
310,310,10:36,17:12,2025-07-22
311,311,7:01,16:55,2025-07-22
312,312,7:51,16:59,2025-07-22
313,313,8:13,18:12,2025-07-22
314,314,8:00,18:29,2025-07-22
315,315,7:46,18:10,2025-07-22
316,316,7:39,17:17,2025-07-22
317,317,10:20,17:11,2025-07-22
318,318,10:42,17:50,2025-07-22
319,319,8:03,17:01,2025-07-22
320,320,10:36,17:12,2025-07-22
321,321,8:04,18:42,2025-07-22
322,322,10:25,18:25,2025-07-22
323,323,9:18,17:05,2025-07-22
324,324,7:34,18:11,2025-07-22
325,325,8:35,17:08,2025-07-22
326,326,8:08,18:22,2025-07-22
327,327,9:27,17:08,2025-07-22
328,328,8:47,16:55,2025-07-22
329,329,7:39,18:39,2025-07-22
330,330,7:42,16:55,2025-07-22
331,331,10:03,17:17,2025-07-22
332,332,8:47,16:57,2025-07-22
333,333,7:38,17:10,2025-07-22
334,334,10:51,18:22,2025-07-22
335,335,7:35,17:43,2025-07-22
336,336,8:36,17:01,2025-07-22
337,337,7:46,17:11,2025-07-22
338,338,8:29,18:07,2025-07-22
339,339,8:25,16:58,2025-07-22
340,340,7:37,18:22,2025-07-22
341,341,7:36,17:19,2025-07-22
342,342,9:12,18:35,2025-07-22
343,343,7:58,18:38,2025-07-22
344,344,10:46,18:42,2025-07-22
345,345,8:14,17:03,2025-07-22
346,346,9:52,18:00,2025-07-22
347,347,9:24,17:57,2025-07-22
348,348,8:24,18:16,2025-07-22
349,349,10:02,17:10,2025-07-22
350,350,9:42,16:59,2025-07-22
351,351,7:02,18:14,2025-07-22
352,352,10:01,17:46,2025-07-22
353,353,8:38,17:58,2025-07-22
354,354,9:32,17:23,2025-07-22
355,355,9:44,17:38,2025-07-22
356,356,10:08,17:54,2025-07-22
357,357,9:12,17:56,2025-07-22
358,358,8:11,17:01,2025-07-22
359,359,7:19,17:43,2025-07-22
360,360,8:51,17:51,2025-07-22
361,361,9:39,17:34,2025-07-22
362,362,9:40,18:39,2025-07-22
363,363,7:58,18:25,2025-07-22
364,364,8:57,17:45,2025-07-22
365,365,8:46,18:28,2025-07-22
366,366,10:30,18:39,2025-07-22
367,367,7:21,17:46,2025-07-22
368,368,9:17,18:08,2025-07-22
369,369,9:37,17:14,2025-07-22
370,370,10:09,18:33,2025-07-22
371,371,7:34,17:56,2025-07-22
372,372,8:46,18:10,2025-07-22
373,373,9:50,17:24,2025-07-22
374,374,9:25,18:14,2025-07-22
375,375,8:34,17:24,2025-07-22
376,376,8:38,17:46,2025-07-22
377,377,9:44,17:43,2025-07-22
378,378,10:55,17:59,2025-07-22
379,379,8:54,17:59,2025-07-22
380,380,8:10,16:55,2025-07-22
381,381,10:48,17:44,2025-07-22
382,382,7:13,17:11,2025-07-22
383,383,8:43,18:15,2025-07-22
384,384,7:08,17:47,2025-07-22
385,385,9:20,17:46,2025-07-22
386,386,10:48,17:33,2025-07-22
387,387,10:44,18:30,2025-07-22
388,388,8:54,17:52,2025-07-22
389,389,7:33,18:41,2025-07-22
390,390,7:52,17:22,2025-07-22
391,391,10:32,16:56,2025-07-22
392,392,8:22,17:19,2025-07-22
393,393,7:49,18:00,2025-07-22
394,394,8:09,18:44,2025-07-22
395,395,8:25,18:24,2025-07-22
396,396,10:25,17:52,2025-07-22
397,397,8:26,18:37,2025-07-22
398,398,8:23,17:33,2025-07-22
399,399,8:21,18:42,2025-07-22
400,400,7:02,17:01,2025-07-22
401,401,10:13,18:40,2025-07-22
402,402,9:12,17:34,2025-07-22
403,403,9:23,17:09,2025-07-22
404,404,9:56,17:10,2025-07-22
405,405,9:46,17:07,2025-07-22
406,406,8:19,17:49,2025-07-22
407,407,8:14,17:11,2025-07-22
408,408,7:00,18:43,2025-07-22
409,409,9:10,17:44,2025-07-22
410,410,8:56,17:35,2025-07-22
411,411,9:41,17:13,2025-07-22
412,412,9:11,17:58,2025-07-22
413,413,9:10,17:51,2025-07-22
414,414,9:52,17:39,2025-07-22
415,415,7:30,17:21,2025-07-22
416,416,9:13,17:24,2025-07-22
417,417,8:15,18:13,2025-07-22
418,418,7:02,17:03,2025-07-22
419,419,8:43,17:15,2025-07-22
420,420,9:33,18:15,2025-07-22
421,421,10:30,17:34,2025-07-22
422,422,10:32,18:07,2025-07-22
423,423,8:59,18:16,2025-07-22
424,424,10:43,18:33,2025-07-22
425,425,10:47,17:40,2025-07-22
426,426,8:01,17:05,2025-07-22
427,427,10:20,17:49,2025-07-22
428,428,9:31,17:55,2025-07-22
429,429,9:52,17:00,2025-07-22
430,430,9:33,17:31,2025-07-22
431,431,10:42,16:55,2025-07-22
432,432,7:28,18:33,2025-07-22
433,433,8:54,17:16,2025-07-22
434,434,8:49,17:51,2025-07-22
435,435,8:22,17:49,2025-07-22
436,436,9:53,17:00,2025-07-22
437,437,7:10,18:35,2025-07-22
438,438,9:59,17:44,2025-07-22
439,439,8:19,18:05,2025-07-22
440,440,7:35,18:23,2025-07-22
441,441,7:55,17:19,2025-07-22
442,442,8:11,18:21,2025-07-22
443,443,9:54,18:02,2025-07-22
444,444,10:50,17:55,2025-07-22
445,445,8:53,16:59,2025-07-22
446,446,10:53,18:31,2025-07-22
447,447,10:44,18:19,2025-07-22
448,448,10:37,18:28,2025-07-22
449,449,7:22,18:42,2025-07-22
450,450,7:29,17:05,2025-07-22
451,451,8:08,17:02,2025-07-22
452,452,7:24,16:55,2025-07-22
453,453,10:21,18:41,2025-07-22
454,454,8:00,17:45,2025-07-22
455,455,10:08,17:24,2025-07-22
456,456,7:23,18:23,2025-07-22
457,457,9:19,18:11,2025-07-22
458,458,10:45,17:27,2025-07-22
459,459,8:46,17:30,2025-07-22
460,460,8:43,17:48,2025-07-22
461,461,9:33,17:12,2025-07-22
462,462,9:04,16:57,2025-07-22
463,463,10:08,17:35,2025-07-22
464,464,9:43,18:38,2025-07-22
465,465,9:55,17:55,2025-07-22
466,466,7:06,17:51,2025-07-22
467,467,7:48,18:42,2025-07-22
468,468,10:40,18:38,2025-07-22
469,469,7:58,18:17,2025-07-22
470,470,10:34,18:34,2025-07-22
471,471,7:30,17:00,2025-07-22
472,472,8:16,17:45,2025-07-22
473,473,8:03,18:18,2025-07-22
474,474,7:01,17:06,2025-07-22
475,475,8:47,17:02,2025-07-22
476,476,9:28,18:09,2025-07-22
477,477,9:28,17:24,2025-07-22
478,478,8:01,17:18,2025-07-22
479,479,10:57,17:34,2025-07-22
480,480,8:06,17:47,2025-07-22
481,481,9:38,18:33,2025-07-22
482,482,10:56,18:09,2025-07-22
483,483,7:54,17:10,2025-07-22
484,484,10:39,17:00,2025-07-22
485,485,10:54,17:21,2025-07-22
486,486,9:21,17:23,2025-07-22
487,487,9:22,17:15,2025-07-22
488,488,10:43,18:07,2025-07-22
489,489,10:50,17:19,2025-07-22
490,490,9:04,17:22,2025-07-22
491,491,8:02,17:54,2025-07-22
492,492,8:24,17:08,2025-07-22
493,493,7:15,17:45,2025-07-22
494,494,10:02,18:42,2025-07-22
495,495,9:24,17:54,2025-07-22
496,496,8:46,17:05,2025-07-22
497,497,7:17,17:10,2025-07-22
498,498,7:26,18:19,2025-07-22
499,499,8:52,17:21,2025-07-22
500,500,9:59,17:01,2025-07-22
501,501,9:40,18:41,2025-07-22
502,502,8:27,17:26,2025-07-22
