id,employee ID,clock_in,clock_out,date
503,503,9:53,18:14,2025-07-22
504,504,9:40,18:11,2025-07-22
505,505,9:37,18:16,2025-07-22
506,506,9:40,17:20,2025-07-22
507,507,9:14,18:08,2025-07-22
508,508,7:11,17:54,2025-07-22
509,509,10:43,17:50,2025-07-22
510,510,7:25,17:16,2025-07-22
511,511,7:51,17:02,2025-07-22
512,512,7:54,18:13,2025-07-22
513,513,8:58,17:16,2025-07-22
514,514,9:44,17:42,2025-07-22
515,515,9:27,18:07,2025-07-22
516,516,9:13,17:57,2025-07-22
517,517,10:11,17:56,2025-07-22
518,518,7:57,17:12,2025-07-22
519,519,8:09,17:06,2025-07-22
520,520,10:15,17:08,2025-07-22
521,521,7:20,18:27,2025-07-22
522,522,7:54,17:45,2025-07-22
523,523,7:23,18:10,2025-07-22
524,524,10:43,17:17,2025-07-22
525,525,9:09,17:36,2025-07-22
526,526,8:00,18:36,2025-07-22
527,527,10:47,16:55,2025-07-22
528,528,9:44,17:26,2025-07-22
529,529,10:19,17:53,2025-07-22
530,530,10:44,17:56,2025-07-22
531,531,7:45,18:32,2025-07-22
532,532,9:48,17:48,2025-07-22
533,533,7:41,18:03,2025-07-22
534,534,7:00,17:09,2025-07-22
535,535,9:40,18:32,2025-07-22
536,536,7:43,18:37,2025-07-22
537,537,7:17,17:11,2025-07-22
538,538,9:31,17:20,2025-07-22
539,539,9:01,16:59,2025-07-22
540,540,9:49,17:47,2025-07-22
541,541,10:10,18:09,2025-07-22
542,542,8:42,18:14,2025-07-22
543,543,8:28,18:18,2025-07-22
544,544,10:32,17:28,2025-07-22
545,545,9:50,18:21,2025-07-22
546,546,8:58,17:55,2025-07-22
547,547,9:00,17:40,2025-07-22
548,548,9:46,17:11,2025-07-22
549,549,8:29,18:22,2025-07-22
550,550,10:21,18:34,2025-07-22
551,551,9:01,18:43,2025-07-22
552,552,8:41,17:08,2025-07-22
553,553,7:28,18:19,2025-07-22
554,554,9:35,18:28,2025-07-22
555,555,8:42,17:32,2025-07-22
556,556,8:15,17:17,2025-07-22
557,557,9:15,17:02,2025-07-22
558,558,8:03,18:12,2025-07-22
559,559,7:46,18:18,2025-07-22
560,560,10:36,17:09,2025-07-22
561,561,9:13,17:42,2025-07-22
562,562,10:57,17:26,2025-07-22
563,563,9:45,18:34,2025-07-22
564,564,7:41,17:54,2025-07-22
565,565,9:28,17:07,2025-07-22
566,566,7:37,17:09,2025-07-22
567,567,10:18,18:23,2025-07-22
568,568,9:49,17:20,2025-07-22
569,569,10:50,18:38,2025-07-22
570,570,8:26,18:36,2025-07-22
571,571,10:31,18:22,2025-07-22
572,572,9:11,18:08,2025-07-22
573,573,10:45,17:08,2025-07-22
574,574,10:26,18:04,2025-07-22
575,575,10:23,17:41,2025-07-22
576,576,7:29,17:33,2025-07-22
577,577,9:26,17:35,2025-07-22
578,578,10:26,18:23,2025-07-22
579,579,7:57,18:24,2025-07-22
580,580,7:15,18:34,2025-07-22
581,581,8:03,17:24,2025-07-22
582,582,10:47,17:39,2025-07-22
583,583,7:51,17:35,2025-07-22
584,584,9:25,17:00,2025-07-22
585,585,9:40,17:28,2025-07-22
586,586,9:32,17:08,2025-07-22
587,587,9:31,17:17,2025-07-22
588,588,8:40,17:50,2025-07-22
589,589,10:42,17:36,2025-07-22
590,590,10:32,18:24,2025-07-22
591,591,7:27,17:43,2025-07-22
592,592,7:58,17:06,2025-07-22
593,593,8:34,17:48,2025-07-22
594,594,9:30,17:47,2025-07-22
595,595,7:52,17:26,2025-07-22
596,596,8:53,16:55,2025-07-22
597,597,8:24,17:33,2025-07-22
598,598,10:43,17:49,2025-07-22
599,599,10:15,17:10,2025-07-22
600,600,9:29,16:55,2025-07-22
601,601,7:48,18:32,2025-07-22
602,602,10:51,16:56,2025-07-22
603,603,9:17,17:52,2025-07-22
604,604,8:56,18:23,2025-07-22
605,605,8:23,18:27,2025-07-22
606,606,10:41,17:56,2025-07-22
607,607,7:45,17:24,2025-07-22
608,608,9:21,17:44,2025-07-22
609,609,9:39,18:19,2025-07-22
610,610,7:35,18:11,2025-07-22
611,611,8:44,18:05,2025-07-22
612,612,10:51,18:08,2025-07-22
613,613,7:18,17:43,2025-07-22
614,614,8:36,16:59,2025-07-22
615,615,10:32,17:22,2025-07-22
616,616,9:36,18:23,2025-07-22
617,617,9:20,18:14,2025-07-22
618,618,7:05,18:28,2025-07-22
619,619,7:09,18:22,2025-07-22
620,620,7:09,18:39,2025-07-22
621,621,10:25,18:03,2025-07-22
622,622,9:19,18:28,2025-07-22
623,623,8:38,17:28,2025-07-22
624,624,9:03,17:21,2025-07-22
625,625,9:37,18:34,2025-07-22
626,626,8:07,18:11,2025-07-22
627,627,9:31,17:13,2025-07-22
628,628,8:59,17:34,2025-07-22
629,629,8:42,18:22,2025-07-22
630,630,7:55,17:04,2025-07-22
631,631,10:46,17:50,2025-07-22
632,632,8:31,18:31,2025-07-22
633,633,7:16,17:26,2025-07-22
634,634,8:09,17:14,2025-07-22
635,635,8:05,17:31,2025-07-22
636,636,8:32,17:46,2025-07-22
637,637,7:29,17:37,2025-07-22
638,638,7:08,18:33,2025-07-22
639,639,7:59,17:41,2025-07-22
640,640,8:26,17:27,2025-07-22
641,641,10:08,17:13,2025-07-22
642,642,8:24,17:49,2025-07-22
643,643,10:14,18:23,2025-07-22
644,644,9:53,17:07,2025-07-22
645,645,9:43,18:16,2025-07-22
646,646,9:42,18:08,2025-07-22
647,647,10:27,17:14,2025-07-22
648,648,7:30,17:47,2025-07-22
649,649,10:21,17:45,2025-07-22
650,650,9:18,17:25,2025-07-22
651,651,9:23,17:41,2025-07-22
652,652,8:28,17:53,2025-07-22
653,653,7:54,17:45,2025-07-22
654,654,7:38,18:11,2025-07-22
655,655,8:52,18:12,2025-07-22
656,656,10:15,18:28,2025-07-22
657,657,10:11,17:24,2025-07-22
658,658,9:44,17:37,2025-07-22
659,659,7:44,17:17,2025-07-22
660,660,8:47,18:12,2025-07-22
661,661,7:52,18:38,2025-07-22
662,662,10:21,17:05,2025-07-22
663,663,10:38,18:22,2025-07-22
664,664,8:06,17:09,2025-07-22
665,665,8:17,17:11,2025-07-22
666,666,9:44,17:14,2025-07-22
667,667,8:29,16:55,2025-07-22
668,668,10:33,17:13,2025-07-22
669,669,9:28,18:15,2025-07-22
670,670,7:18,17:31,2025-07-22
671,671,8:54,17:13,2025-07-22
672,672,8:25,17:46,2025-07-22
673,673,8:16,18:13,2025-07-22
674,674,9:30,18:24,2025-07-22
675,675,8:54,16:59,2025-07-22
676,676,7:13,17:27,2025-07-22
677,677,8:35,17:48,2025-07-22
678,678,8:28,18:42,2025-07-22
679,679,7:23,18:23,2025-07-22
680,680,10:12,18:10,2025-07-22
681,681,10:48,17:28,2025-07-22
682,682,9:44,17:14,2025-07-22
683,683,8:40,17:08,2025-07-22
684,684,9:26,16:57,2025-07-22
685,685,8:29,17:16,2025-07-22
686,686,10:30,17:17,2025-07-22
687,687,7:04,18:38,2025-07-22
688,688,10:29,17:34,2025-07-22
689,689,10:51,18:31,2025-07-22
690,690,10:58,18:03,2025-07-22
691,691,7:33,17:41,2025-07-22
692,692,9:21,17:22,2025-07-22
693,693,7:53,17:39,2025-07-22
694,694,7:10,16:58,2025-07-22
695,695,7:20,18:01,2025-07-22
696,696,8:41,17:06,2025-07-22
697,697,8:19,18:11,2025-07-22
698,698,7:59,17:18,2025-07-22
699,699,9:21,17:53,2025-07-22
700,700,7:38,18:31,2025-07-22
701,701,7:26,18:44,2025-07-22
702,702,7:13,17:53,2025-07-22
703,703,10:21,17:38,2025-07-22
704,704,7:51,18:44,2025-07-22
705,705,8:24,18:38,2025-07-22
706,706,9:35,17:02,2025-07-22
707,707,9:19,17:27,2025-07-22
708,708,10:04,17:04,2025-07-22
709,709,7:39,18:01,2025-07-22
710,710,7:36,17:20,2025-07-22
711,711,8:50,18:35,2025-07-22
712,712,10:16,18:37,2025-07-22
713,713,8:17,17:04,2025-07-22
714,714,9:57,17:30,2025-07-22
715,715,8:00,17:29,2025-07-22
716,716,8:27,18:07,2025-07-22
717,717,7:19,18:15,2025-07-22
718,718,9:39,17:11,2025-07-22
719,719,8:27,17:13,2025-07-22
720,720,10:17,18:24,2025-07-22
721,721,8:31,18:38,2025-07-22
722,722,8:38,17:44,2025-07-22
723,723,10:48,17:09,2025-07-22
724,724,10:46,17:15,2025-07-22
725,725,9:32,17:49,2025-07-22
726,726,7:42,18:06,2025-07-22
727,727,7:52,17:48,2025-07-22
728,728,7:35,18:20,2025-07-22
729,729,7:59,18:26,2025-07-22
730,730,8:10,17:15,2025-07-22
731,731,10:20,18:43,2025-07-22
732,732,10:46,18:27,2025-07-22
733,733,10:18,17:51,2025-07-22
734,734,7:39,18:33,2025-07-22
735,735,8:35,18:06,2025-07-22
736,736,8:40,18:03,2025-07-22
737,737,9:51,18:05,2025-07-22
738,738,9:44,18:22,2025-07-22
739,739,9:30,18:17,2025-07-22
740,740,8:49,17:29,2025-07-22
741,741,9:37,18:14,2025-07-22
742,742,10:54,18:20,2025-07-22
743,743,9:05,17:41,2025-07-22
744,744,10:00,18:29,2025-07-22
745,745,10:33,17:23,2025-07-22
746,746,9:38,17:19,2025-07-22
747,747,8:30,17:09,2025-07-22
748,748,8:27,18:17,2025-07-22
749,749,7:41,17:20,2025-07-22
750,750,8:57,16:56,2025-07-22
751,751,8:26,18:44,2025-07-22
752,752,8:09,17:55,2025-07-22
753,753,10:56,17:48,2025-07-22
754,754,7:30,18:41,2025-07-22
755,755,8:32,17:31,2025-07-22
756,756,8:41,18:05,2025-07-22
757,757,10:55,18:31,2025-07-22
758,758,10:11,16:55,2025-07-22
759,759,7:37,17:41,2025-07-22
760,760,9:51,17:29,2025-07-22
761,761,8:26,17:12,2025-07-22
762,762,7:49,17:16,2025-07-22
763,763,9:04,17:03,2025-07-22
764,764,9:17,18:01,2025-07-22
765,765,8:54,18:16,2025-07-22
766,766,7:16,17:38,2025-07-22
767,767,7:07,18:39,2025-07-22
768,768,10:15,17:14,2025-07-22
769,769,7:00,17:28,2025-07-22
770,770,10:42,17:11,2025-07-22
771,771,8:08,18:13,2025-07-22
772,772,7:29,18:24,2025-07-22
773,773,7:20,17:39,2025-07-22
774,774,7:55,18:38,2025-07-22
775,775,10:15,17:13,2025-07-22
776,776,8:16,18:28,2025-07-22
777,777,7:24,17:29,2025-07-22
778,778,9:50,17:42,2025-07-22
779,779,7:50,16:59,2025-07-22
780,780,7:05,17:35,2025-07-22
781,781,8:54,17:09,2025-07-22
782,782,9:46,17:31,2025-07-22
783,783,7:12,17:58,2025-07-22
784,784,7:53,18:39,2025-07-22
785,785,9:37,17:34,2025-07-22
786,786,9:16,18:43,2025-07-22
787,787,10:22,17:06,2025-07-22
788,788,9:49,17:58,2025-07-22
789,789,10:33,16:57,2025-07-22
790,790,9:43,17:03,2025-07-22
791,791,10:42,17:23,2025-07-22
792,792,9:01,18:31,2025-07-22
793,793,7:44,17:39,2025-07-22
794,794,9:13,17:28,2025-07-22
795,795,9:36,17:54,2025-07-22
796,796,7:37,18:29,2025-07-22
797,797,8:59,17:08,2025-07-22
798,798,10:55,18:32,2025-07-22
799,799,9:35,17:36,2025-07-22
800,800,10:33,18:21,2025-07-22
801,801,10:36,16:59,2025-07-22
802,802,9:25,18:12,2025-07-22
803,803,9:58,17:09,2025-07-22
804,804,7:31,18:05,2025-07-22
805,805,9:00,17:50,2025-07-22
806,806,9:35,18:40,2025-07-22
807,807,10:03,17:37,2025-07-22
808,808,8:33,18:10,2025-07-22
809,809,10:03,17:30,2025-07-22
810,810,9:25,17:56,2025-07-22
811,811,9:16,17:15,2025-07-22
812,812,10:56,18:10,2025-07-22
813,813,9:43,18:17,2025-07-22
814,814,7:55,18:09,2025-07-22
815,815,9:16,18:35,2025-07-22
816,816,10:11,17:59,2025-07-22
817,817,10:37,17:50,2025-07-22
818,818,7:59,17:04,2025-07-22
819,819,9:41,17:11,2025-07-22
820,820,8:00,17:01,2025-07-22
821,821,10:35,17:28,2025-07-22
822,822,8:03,17:22,2025-07-22
823,823,9:23,18:08,2025-07-22
824,824,9:21,17:16,2025-07-22
825,825,10:30,17:25,2025-07-22
826,826,9:23,18:16,2025-07-22
827,827,9:09,17:09,2025-07-22
828,828,8:49,18:20,2025-07-22
829,829,10:36,17:59,2025-07-22
830,830,8:33,17:43,2025-07-22
831,831,10:44,17:47,2025-07-22
832,832,7:29,17:09,2025-07-22
833,833,9:49,17:22,2025-07-22
834,834,7:01,17:03,2025-07-22
835,835,9:16,18:32,2025-07-22
836,836,8:21,17:04,2025-07-22
837,837,7:19,17:55,2025-07-22
838,838,9:16,18:27,2025-07-22
839,839,7:08,17:45,2025-07-22
840,840,9:10,18:28,2025-07-22
841,841,7:55,17:49,2025-07-22
842,842,9:41,17:31,2025-07-22
843,843,7:03,17:30,2025-07-22
844,844,10:53,17:55,2025-07-22
845,845,10:22,17:15,2025-07-22
846,846,7:28,17:37,2025-07-22
847,847,9:48,18:16,2025-07-22
848,848,9:06,17:27,2025-07-22
849,849,8:25,17:53,2025-07-22
850,850,10:12,17:50,2025-07-22
851,851,7:10,18:19,2025-07-22
852,852,10:27,18:00,2025-07-22
853,853,9:26,18:33,2025-07-22
854,854,10:40,17:50,2025-07-22
855,855,9:18,17:59,2025-07-22
856,856,10:45,18:26,2025-07-22
857,857,10:53,17:31,2025-07-22
858,858,8:34,17:50,2025-07-22
859,859,7:57,18:25,2025-07-22
860,860,7:03,17:38,2025-07-22
861,861,10:19,17:55,2025-07-22
862,862,10:12,18:29,2025-07-22
863,863,9:09,18:11,2025-07-22
864,864,7:55,17:49,2025-07-22
865,865,9:21,17:40,2025-07-22
866,866,9:18,17:38,2025-07-22
867,867,7:22,17:25,2025-07-22
868,868,10:58,18:27,2025-07-22
869,869,8:12,17:45,2025-07-22
870,870,8:47,18:20,2025-07-22
871,871,7:08,17:44,2025-07-22
872,872,7:29,17:02,2025-07-22
873,873,7:24,18:27,2025-07-22
874,874,10:35,17:29,2025-07-22
875,875,10:57,18:13,2025-07-22
876,876,10:14,17:47,2025-07-22
877,877,9:45,17:28,2025-07-22
878,878,7:48,18:14,2025-07-22
879,879,7:59,16:55,2025-07-22
880,880,9:21,18:26,2025-07-22
881,881,7:49,17:35,2025-07-22
882,882,8:58,17:53,2025-07-22
883,883,7:30,17:34,2025-07-22
884,884,10:57,17:36,2025-07-22
885,885,7:52,18:13,2025-07-22
886,886,8:21,17:58,2025-07-22
887,887,10:44,18:05,2025-07-22
888,888,7:40,17:34,2025-07-22
889,889,9:04,18:00,2025-07-22
890,890,7:35,17:49,2025-07-22
891,891,7:17,17:27,2025-07-22
892,892,10:57,17:59,2025-07-22
893,893,7:55,17:14,2025-07-22
894,894,8:01,18:31,2025-07-22
895,895,9:09,17:57,2025-07-22
896,896,7:52,17:53,2025-07-22
897,897,9:54,17:24,2025-07-22
898,898,10:33,17:23,2025-07-22
899,899,9:43,17:42,2025-07-22
900,900,9:08,17:40,2025-07-22
901,901,9:35,18:34,2025-07-22
902,902,10:35,17:43,2025-07-22
903,903,10:49,18:16,2025-07-22
904,904,10:31,18:01,2025-07-22
905,905,7:18,17:26,2025-07-22
906,906,9:36,18:21,2025-07-22
907,907,10:21,18:22,2025-07-22
908,908,7:46,18:15,2025-07-22
909,909,9:20,18:16,2025-07-22
910,910,8:52,18:03,2025-07-22
911,911,8:08,17:56,2025-07-22
912,912,7:51,18:18,2025-07-22
913,913,9:09,18:17,2025-07-22
914,914,10:27,17:53,2025-07-22
915,915,8:35,18:00,2025-07-22
916,916,8:17,17:03,2025-07-22
917,917,8:32,18:29,2025-07-22
918,918,7:12,18:08,2025-07-22
919,919,8:54,17:22,2025-07-22
920,920,9:00,18:36,2025-07-22
921,921,8:16,17:44,2025-07-22
922,922,8:30,18:17,2025-07-22
923,923,7:01,18:00,2025-07-22
924,924,10:51,17:13,2025-07-22
925,925,10:58,17:15,2025-07-22
926,926,7:45,18:32,2025-07-22
927,927,7:17,17:33,2025-07-22
928,928,9:51,18:06,2025-07-22
929,929,9:09,18:33,2025-07-22
930,930,7:06,17:26,2025-07-22
931,931,10:46,17:57,2025-07-22
932,932,7:22,16:57,2025-07-22
933,933,9:50,17:49,2025-07-22
934,934,8:35,18:17,2025-07-22
935,935,9:28,18:27,2025-07-22
936,936,7:59,18:02,2025-07-22
937,937,7:08,18:44,2025-07-22
938,938,8:49,18:11,2025-07-22
939,939,10:25,17:55,2025-07-22
940,940,8:44,18:26,2025-07-22
941,941,8:32,17:18,2025-07-22
942,942,7:27,17:11,2025-07-22
943,943,7:41,17:44,2025-07-22
944,944,8:31,17:54,2025-07-22
945,945,8:33,17:38,2025-07-22
946,946,8:23,17:40,2025-07-22
947,947,9:36,18:02,2025-07-22
948,948,7:33,17:46,2025-07-22
949,949,10:45,18:25,2025-07-22
950,950,9:20,16:59,2025-07-22
951,951,7:34,17:25,2025-07-22
952,952,7:00,17:39,2025-07-22
953,953,8:04,17:45,2025-07-22
954,954,8:17,17:15,2025-07-22
955,955,7:59,17:43,2025-07-22
956,956,7:37,17:18,2025-07-22
957,957,7:52,17:03,2025-07-22
958,958,9:13,17:59,2025-07-22
959,959,9:49,18:23,2025-07-22
960,960,7:46,18:38,2025-07-22
961,961,10:17,17:54,2025-07-22
962,962,7:36,18:10,2025-07-22
963,963,10:05,17:29,2025-07-22
964,964,10:21,17:03,2025-07-22
965,965,7:55,18:05,2025-07-22
966,966,10:12,17:00,2025-07-22
967,967,8:55,17:39,2025-07-22
968,968,7:10,18:10,2025-07-22
969,969,8:41,18:39,2025-07-22
970,970,10:10,18:17,2025-07-22
971,971,8:14,18:06,2025-07-22
972,972,8:45,18:29,2025-07-22
973,973,10:46,18:35,2025-07-22
974,974,9:40,18:35,2025-07-22
975,975,9:10,17:46,2025-07-22
976,976,7:15,17:22,2025-07-22
977,977,7:38,18:20,2025-07-22
978,978,8:44,17:38,2025-07-22
979,979,7:30,18:41,2025-07-22
980,980,7:37,17:54,2025-07-22
981,981,10:21,17:56,2025-07-22
982,982,10:05,17:05,2025-07-22
983,983,10:55,18:34,2025-07-22
984,984,10:28,17:03,2025-07-22
985,985,10:04,18:00,2025-07-22
986,986,10:09,17:05,2025-07-22
987,987,10:42,18:35,2025-07-22
988,988,10:20,18:13,2025-07-22
989,989,10:16,17:14,2025-07-22
990,990,10:40,18:44,2025-07-22
991,991,8:47,17:57,2025-07-22
992,992,9:24,18:39,2025-07-22
993,993,8:33,17:57,2025-07-22
994,994,9:39,17:49,2025-07-22
995,995,9:28,18:04,2025-07-22
996,996,9:07,18:31,2025-07-22
997,997,8:26,16:56,2025-07-22
998,998,9:12,18:42,2025-07-22
999,999,8:17,17:31,2025-07-22
1000,1000,9:20,17:20,2025-07-22
